Date,Open,High,Low,Close,Adj Close,Volume
2022-10-18,72.300003,72.830002,70.739998,71.959999,68.119720,27494000
2022-10-19,71.629997,72.129997,70.580002,71.110001,67.315086,22651000
2022-10-20,70.980003,73.190002,70.320000,72.019997,68.176521,37240700
2022-10-21,71.800003,74.680000,71.440002,74.129997,70.173912,36846800
2022-10-24,73.269997,73.949997,71.180000,71.930000,68.091324,32035800
2022-10-25,71.610001,73.269997,70.919998,71.930000,68.091324,28158100
2022-10-26,71.279999,74.849998,71.120003,73.529999,69.605934,40845700
2022-10-27,72.000000,72.120003,69.430000,70.910004,67.125771,52613000
2022-10-28,68.589996,69.050003,66.650002,67.449997,63.850403,52793500
2022-10-31,66.000000,69.400002,65.519997,67.129997,63.547478,39184100
2022-11-01,69.449997,70.800003,68.949997,69.169998,65.478622,42670000
2022-11-03,67.639999,67.940002,66.580002,67.150002,63.566422,34390300
2022-11-04,71.150002,73.389999,70.800003,72.250000,68.394249,61191100
2022-11-07,72.000000,73.029999,71.440002,71.870003,68.034531,29445500
2022-11-08,71.650002,74.930000,71.650002,74.050003,70.098190,39756500
2022-11-09,74.099998,74.779999,72.519997,73.150002,69.246216,42208500
2022-11-10,71.500000,75.470001,71.379997,74.550003,70.571503,47658100
2022-11-11,77.989998,82.989998,77.209999,82.300003,77.907913,80174100
2022-11-14,82.389999,84.440002,81.379997,83.309998,78.864006,43822500
2022-11-16,83.320000,84.769997,81.540001,82.440002,78.040443,32935300
2022-11-17,80.870003,83.290001,80.739998,83.099998,78.665215,31790500
2022-11-18,84.349998,84.489998,80.699997,80.830002,76.516365,44324400
2022-11-21,79.099998,80.190002,78.279999,79.919998,75.654922,27745900
2022-11-22,79.949997,81.459999,79.389999,80.139999,75.863182,27105100
2022-11-23,80.930000,81.360001,79.940002,80.930000,76.611023,22415800
2022-11-24,81.510002,82.389999,80.610001,81.449997,77.103279,12420900
2022-11-25,82.000000,82.879997,80.680000,80.900002,76.582634,20477000
2022-11-28,80.599998,82.339996,79.519997,81.300003,76.961281,16166300
2022-11-29,82.849998,85.680000,82.620003,84.440002,79.933708,42574300
2022-11-30,85.000000,86.620003,84.760002,85.709999,81.135933,59932800
2022-12-01,86.419998,86.750000,84.730003,86.180000,81.580849,34319300
2022-12-02,86.760002,87.739998,84.970001,86.800003,82.167763,30213600
2022-12-05,87.900002,88.989998,86.680000,86.709999,82.082558,21896500
2022-12-06,86.989998,88.930000,86.879997,87.970001,83.275322,21335700
2022-12-07,85.910004,86.419998,83.860001,84.839996,80.312355,45441000
2022-12-08,85.500000,87.250000,85.349998,85.879997,81.296852,29827900
2022-12-09,88.059998,89.540001,87.529999,88.739998,84.004227,37713000
2022-12-12,88.150002,88.300003,85.379997,86.089996,81.495644,34995000
2022-12-13,86.250000,87.400002,85.629997,86.160004,81.839508,31559400
2022-12-14,85.750000,87.330002,85.500000,86.889999,82.532906,34564000
2022-12-15,87.389999,88.169998,86.889999,87.169998,82.798859,24782100
2022-12-16,87.000000,87.320000,84.510002,85.680000,81.383575,37762100
2022-12-19,85.000000,85.580002,84.239998,85.370003,81.089127,27508500
2022-12-20,85.370003,87.250000,85.309998,85.750000,81.450066,22657300
2022-12-21,86.900002,87.400002,85.820000,86.239998,81.915497,39183700
2022-12-22,86.279999,86.650002,84.690002,85.750000,81.450066,19429200
2022-12-23,85.279999,86.519997,85.080002,86.320000,81.991486,18656500
2022-12-26,86.419998,87.540001,86.330002,87.110001,82.741867,18407500
